nasabah_id,nik_terenkripsi,tanggal_lahir,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi
NS001121,NIK0001121,1971-01-01,L,Peternakan,2910000.0,14.0,Semarang,Jawa Tengah
NS001122,NIK0001122,1982-06-23,L,Pertanian,,17.0,Malang ,Jawa Timur
NS001123,NIK0001123,1983-09-07,L,Kerajinan,1720000.0,4.0,Medan,Sumatera Utara
NS001124,NIK0001124,1967-12-13,P,Perikanan,5050000.0,14.0,Jember,Jawa Timur
NS001125,NIK0001125,1968-07-20,P,Kuliner,2720000.0,14.0,Medan,Sumatera Utara
NS001126,NIK0001126,1983-03-13,L,Bengkel,6220000.0,15.0,pematangsiantar,Sumatera Utara
NS001127,NIK0001127,2001-11-09,P,Laundry,5620000.0,12.0,  Medan,Sumatera Utara
NS001128,NIK0001128,1973-05-18,P,Peternakan,2070000.0,8.0,Medan,Sumatera Utara
NS001129,NIK0001129,1979-03-31,L,Peternakan,1070000.0,14.0,Magelang,Jawa Tengah
NS001130,NIK0001130,1995-10-10,P,Tidak Diketahui,2770000.0,21.0,Solo,Jawa Tengah
NS001131,NIK0001131,1979-08-26,P,Bengkel,3431000.0,19.0,Singaraja,Bali
NS001132,NIK0001132,1967-01-30,L,Warung Kelontong,3620000.0,21.0,Singaraja,Bali
NS001133,NIK0001133,1989-11-05,L,Toko Bangunan,2730000.0,15.0,MAGELANG,Jawa Tengah
NS001134,NIK0001134,1976-03-21,P,Perikanan,5030000.0,12.0,Pematangsiantar,Sumatera Utara
NS001135,NIK0001135,1990-09-08,L,Pedagang Pasar,5839750.0,14.0,Malang,Jawa Timur
NS001136,NIK0001136,1961-09-20,P,Bengkel,6410000.0,9.0,Kediri,Jawa Timur
NS001137,NIK0001137,1962-01-01,L,Tidak Diketahui,,16.0,Sidoarjo,Jawa Timur
NS001138,NIK0001138,1972-07-04,L,Kerajinan,7330000.0,10.0,Bandung,Jawa Barat
NS001139,NIK0001139,1986-11-26,L,Warung Kelontong,11760000.0,7.0,Cirebon,Jawa Barat
NS001140,NIK0001140,1980-05-17,L,Bengkel,2470000.0,21.0,SINGARAJA,Bali
NS001141,NIK0001141,1985-03-22,P,Jasa Jahit,9580000.0,4.0,Solo,Jawa Tengah
NS001142,NIK0001142,1962-07-17,P,Perikanan,3360000.0,7.0,Magelang,Jawa Tengah
NS001143,NIK0001143,1962-01-05,L,Warung Kelontong,10920000.0,19.0,Bekasi,Jawa Barat
NS001144,NIK0001144,1975-01-22,P,Peternakan,5990000.0,5.0,Medan,Sumatera Utara
NS001145,NIK0001145,1994-11-13,P,Bengkel,4230000.0,19.0,Cirebon,Jawa Barat
NS001146,NIK0001146,1992-03-21,P,Peternakan,2410000.0,10.0,Sidoarjo,Jawa Timur
NS001147,NIK0001147,1975-05-07,L,Kerajinan,1030000.0,5.0,Pematangsiantar,Sumatera Utara
NS001148,NIK0001148,1996-03-17,P,Tidak Diketahui,4280000.0,14.0,Kediri,Jawa Timur
NS001149,NIK0001149,1974-06-11,L,Bengkel,2140000.0,16.0,Bogor,Jawa Barat
NS001150,NIK0001150,1972-03-21,P,Bengkel,2110000.0,9.0,Makassar,Sulawesi Selatan
NS001151,NIK0001151,1996-09-19,P,Peternakan,4830000.0,16.0,Kediri,Jawa Timur
NS001152,NIK0001152,1991-07-28,P,Kerajinan,2400000.0,13.0,Magelang,Jawa Tengah
NS001153,NIK0001153,1974-09-20,P,Pedagang Pasar,1440000.0,15.0,Cirebon,Jawa Barat
NS001154,NIK0001154,1997-01-14,L,Warung Kelontong,7430000.0,14.0,Makassar,Sulawesi Selatan
NS001155,NIK0001155,1990-06-24,L,Warung Kelontong,3490000.0,8.0,Singaraja,Bali
NS001156,NIK0001156,1970-03-22,P,Kuliner,3930000.0,6.0,Cirebon,Jawa Barat
NS001157,NIK0001157,1962-04-23,P,Jasa Jahit,3740000.0,12.0,Singaraja,Bali
NS001158,NIK0001158,1966-07-12,L,Pedagang Pasar,6230000.0,21.0,Denpasar,Bali
NS001159,NIK0001159,1968-03-13,P,Kerajinan,6760000.0,19.0,Singaraja,Bali
NS001160,NIK0001160,1994-05-06,P,Pertanian,5520000.0,1.0,  Bekasi,Jawa Barat
NS001161,NIK0001161,1973-01-13,P,Perikanan,6560000.0,6.0,Surabaya,Jawa Timur
NS001162,NIK0001162,1974-06-20,L,Pertanian,6050000.0,6.0,Surabaya,Jawa Timur
NS001163,NIK0001163,1987-05-01,L,Peternakan,2700000.0,12.0,Denpasar,Bali
NS001164,NIK0001164,1994-10-14,L,Kerajinan,4560000.0,7.0,Semarang,Jawa Tengah
NS001165,NIK0001165,1985-03-13,P,Laundry,6510000.0,13.0,Kudus,Jawa Tengah
NS001166,NIK0001166,1994-12-22,P,Kerajinan,1010000.0,16.0,Gresik ,Jawa Timur
NS001167,NIK0001167,1985-01-31,L,Warung Kelontong,4360000.0,9.0,Malang,Jawa Timur
NS001168,NIK0001168,1990-01-18,L,Toko Bangunan,9420000.0,3.0,Semarang,Jawa Tengah
NS001169,NIK0001169,1983-07-10,L,Peternakan,9790000.0,7.0,Bogor,Jawa Barat
NS001170,NIK0001170,1998-01-08,L,Pedagang Pasar,9540000.0,2.0,Kudus,Jawa Tengah
NS001171,NIK0001171,1973-02-01,P,Toko Bangunan,4390000.0,16.0,Gresik,Jawa Timur
NS001172,NIK0001172,1969-03-10,P,Warung Kelontong,5340000.0,19.0,Malang,Jawa Timur
NS001173,NIK0001173,1978-02-05,P,Pedagang Pasar,12000000.0,3.0,Denpasar,Bali
NS001174,NIK0001174,1984-10-09,P,Pedagang Pasar,6750000.0,4.0,Gresik,Jawa Timur
NS001175,NIK0001175,1990-09-29,P,Kerajinan,2120000.0,1.0,Sidoarjo,Jawa Timur
NS001176,NIK0001176,1999-03-12,P,Jasa Jahit,1960000.0,10.0,Surabaya,Jawa Timur
NS001177,NIK0001177,1964-09-24,P,Pertanian,2460000.0,7.0,Parepare,Sulawesi Selatan
NS001178,NIK0001178,1969-05-27,L,Bengkel,7570000.0,2.0,Kediri,Jawa Timur
NS001179,NIK0001179,1994-09-23,L,Salon,13710000.0,8.0,Bekasi,Jawa Barat
NS001180,NIK0001180,1965-11-16,P,Laundry,1240000.0,18.0,Surabaya,Jawa Timur
NS001181,NIK0001181,1978-09-07,L,Pedagang Pasar,5300000.0,8.0,Surabaya,Jawa Timur
NS001182,NIK0001182,1971-12-26,L,Jasa Jahit,5030000.0,4.0,Kudus,Jawa Tengah
NS001183,NIK0001183,1991-03-06,P,Kuliner,2720000.0,20.0,Parepare,Sulawesi Selatan
NS001184,NIK0001184,1990-07-27,P,Pedagang Pasar,2270000.0,9.0,Gresik,Jawa Timur
NS001185,NIK0001185,1973-06-15,L,Peternakan,2970000.0,21.0,denpasar,Bali
NS001186,NIK0001186,1999-03-17,P,Tidak Diketahui,14380000.0,12.0,Sidoarjo,Jawa Timur
NS001187,NIK0001187,1993-01-30,L,Laundry,4670000.0,12.0,Medan,Sumatera Utara
NS001188,NIK0001188,1962-01-07,L,Salon,9470000.0,3.0,Parepare,Sulawesi Selatan
NS001189,NIK0001189,1996-04-13,P,Kuliner,5630000.0,14.0,Magelang,Jawa Tengah
NS001190,NIK0001190,1992-11-30,P,Peternakan,7260000.0,19.0,Jember,Jawa Timur
NS001191,NIK0001191,2003-02-08,P,Peternakan,2090000.0,4.0,Pematangsiantar,Sumatera Utara
NS001192,NIK0001192,1969-09-22,L,Kerajinan,3820000.0,16.0,Singaraja,Bali
NS001193,NIK0001193,1983-01-13,P,Perikanan,7310000.0,2.0,Jember,Jawa Timur
NS001194,NIK0001194,1983-07-31,L,Peternakan,1200000.0,8.0,Cirebon,Jawa Barat
NS001195,NIK0001195,1997-06-30,L,Laundry,2270000.0,21.0,Solo,Jawa Tengah
NS001196,NIK0001196,1981-12-11,P,Jasa Jahit,3270000.0,6.0,Cirebon,Jawa Barat
NS001197,NIK0001197,1972-01-28,P,Laundry,8720000.0,1.0,Kudus,Jawa Tengah
NS001198,NIK0001198,1995-04-26,L,Bengkel,3400000.0,7.0,Kudus,Jawa Tengah
NS001199,NIK0001199,1977-05-03,P,Salon,3900000.0,3.0,Medan,Sumatera Utara
NS001200,NIK0001200,1960-06-26,L,Peternakan,7960000.0,1.0,cirebon,Jawa Barat
NS001201,NIK0001201,2001-07-05,L,Warung Kelontong,5690000.0,18.0,Cirebon,Jawa Barat
NS001202,NIK0001202,1994-11-04,P,Toko Bangunan,6170000.0,5.0,Gresik,Jawa Timur
NS001203,NIK0001203,1979-04-16,P,Toko Bangunan,6280000.0,11.0,Singaraja,Bali
NS001204,NIK0001204,1988-11-20,P,Kerajinan,8150000.0,6.0,Sidoarjo,Jawa Timur
NS001205,NIK0001205,1985-11-09,P,Pertanian,3180000.0,12.0,Medan,Sumatera Utara
NS001206,NIK0001206,1997-04-19,P,Warung Kelontong,,18.0,Surabaya,Jawa Timur
NS001207,NIK0001207,1986-02-07,L,Bengkel,11340000.0,4.0,Sidoarjo,Jawa Timur
NS001208,NIK0001208,1997-12-13,L,Laundry,1920000.0,21.0,Kudus,Jawa Tengah
NS001209,NIK0001209,1977-10-04,P,Kerajinan,6740000.0,17.0,Denpasar,Bali
NS001210,NIK0001210,1961-12-03,P,Jasa Jahit,2870000.0,8.0,Bdg,Jawa Barat
NS001211,NIK0001211,1963-01-19,L,Peternakan,6750000.0,15.0,Cirebon,Jawa Barat
NS001212,NIK0001212,2003-02-03,P,Kuliner,1820000.0,10.0,Jember,Jawa Timur
NS001213,NIK0001213,1995-09-05,L,Warung Kelontong,6680000.0,6.0,Makassar,Sulawesi Selatan
NS001214,NIK0001214,1983-11-21,P,Toko Bangunan,4520000.0,3.0,Gresik,Jawa Timur
NS001215,NIK0001215,1965-05-21,P,Bengkel,3630000.0,20.0,Bekasi,Jawa Barat
NS001216,NIK0001216,1983-03-16,P,Tidak Diketahui,5480000.0,19.0,Parepare,Sulawesi Selatan
NS001217,NIK0001217,1982-01-17,L,Tidak Diketahui,5100000.0,9.0,Solo,Jawa Tengah
NS001218,NIK0001218,1972-03-10,P,Toko Bangunan,6650000.0,2.0,Cirebon,Jawa Barat
NS001219,NIK0001219,2002-07-04,L,Pertanian,3940000.0,9.0,Bogor,Jawa Barat
NS001220,NIK0001220,1993-09-03,P,Salon,5690000.0,5.0,Jember,Jawa Timur
NS001221,NIK0001221,1963-06-09,P,Salon,5200000.0,16.0,Cirebon,Jawa Barat
NS001222,NIK0001222,1970-12-25,P,Bengkel,4710000.0,9.0,Denpasar,Bali
NS001223,NIK0001223,1995-01-19,L,Pertanian,5470000.0,20.0,Surabaya,Jawa Timur
NS001224,NIK0001224,1991-11-29,P,Pedagang Pasar,2800000.0,15.0,Bogor,Jawa Barat
NS001225,NIK0001225,1990-04-07,P,Kuliner,8530000.0,10.0,Pematangsiantar,Sumatera Utara
NS001226,NIK0001226,1962-10-31,P,Bengkel,4641250.0,4.0,Denpasar,Bali
NS001227,NIK0001227,1993-05-11,P,Laundry,3730000.0,12.0,Bekasi,Jawa Barat
NS001228,NIK0001228,1987-02-19,P,Salon,2610000.0,14.0,Makassar,Sulawesi Selatan
NS001229,NIK0001229,1983-02-17,P,Peternakan,10280000.0,19.0,Jember,Jawa Timur
NS001230,NIK0001230,1969-07-14,P,Pedagang Pasar,4470000.0,17.0,Bandung,Jawa Barat
NS001231,NIK0001231,1987-01-13,P,Perikanan,4590000.0,21.0,Singaraja,Bali
NS001232,NIK0001232,1996-08-14,P,Kuliner,2420000.0,14.0,  Makassar,Sulawesi Selatan
NS001233,NIK0001233,1999-05-25,L,Tidak Diketahui,3680000.0,3.0,Jember,Jawa Timur
NS001234,NIK0001234,1993-01-25,P,Laundry,3640000.0,10.0,Kudus,Jawa Tengah
NS001235,NIK0001235,1976-10-20,P,Peternakan,4010000.0,15.0,Kudus,Jawa Tengah
NS001236,NIK0001236,2000-02-05,L,Jasa Jahit,6970000.0,12.0,Semarang,Jawa Tengah
NS001237,NIK0001237,1982-12-16,P,Jasa Jahit,2290000.0,2.0,Kudus,Jawa Tengah
NS001238,NIK0001238,1994-05-19,P,Tidak Diketahui,,5.0,Cirebon,Jawa Barat
NS001239,NIK0001239,1982-12-24,L,Pertanian,6340000.0,17.0,Surabaya,Jawa Timur
NS001240,NIK0001240,1964-09-24,P,Kuliner,3860000.0,2.0,Bandung,Jawa Barat
NS001241,NIK0001241,2003-01-13,L,Jasa Jahit,3350000.0,15.0,Gresik,Jawa Timur
NS001242,NIK0001242,1989-01-26,P,Peternakan,2920000.0,14.0,Denpasar,Bali
NS001243,NIK0001243,1960-02-02,L,LAINNYA,3650000.0,11.0,Surabaya,Jawa Timur
NS001244,NIK0001244,1980-10-09,L,Bengkel,8380000.0,21.0,Medan,Sumatera Utara
NS001245,NIK0001245,2002-09-21,P,Perikanan,9970000.0,18.0,Sidoarjo,Jawa Timur
NS001246,NIK0001246,1972-05-24,P,Pertanian,4680000.0,17.0,Malang,Jawa Timur
NS001247,NIK0001247,1984-03-07,L,Tidak Diketahui,,14.0,Magelang,Jawa Tengah
NS001248,NIK0001248,1998-10-03,P,Kerajinan,3940000.0,2.0,Semarang,Jawa Tengah
NS001249,NIK0001249,1960-09-03,L,Jasa Jahit,1842750000.0,2.0,Jember,Jawa Timur
NS001250,NIK0001250,1970-05-26,L,Kerajinan,3670000.0,1.0,MALANG,Jawa Timur
NS001251,NIK0001251,1967-02-22,P,Pedagang Pasar,4160000.0,18.0,Denpasar,Bali
NS001252,NIK0001252,1973-04-19,P,Peternakan,5050000.0,13.0,Jember,Jawa Timur
NS001253,NIK0001253,1961-05-18,P,Jasa Jahit,4750000.0,20.0,Sidoarjo,Jawa Timur
NS001254,NIK0001254,1975-09-17,L,Kerajinan,980000.0,5.0,Semarang,Jawa Tengah
NS001255,NIK0001255,2002-02-18,L,Salon,2990000.0,5.0,Pematangsiantar,Sumatera Utara
NS001256,NIK0001256,1984-03-04,P,Laundry,4800000.0,14.0,Surabaya,Jawa Timur
NS001257,NIK0001257,1990-06-05,P,Warung Kelontong,6390000.0,20.0,Gresik,Jawa Timur
NS001258,NIK0001258,1968-05-07,P,Toko Bangunan,7560000.0,15.0,Bandung,Jawa Barat
NS001259,NIK0001259,1961-09-02,L,Peternakan,4430000.0,9.0,Magelang ,Jawa Tengah
NS001260,NIK0001260,2001-08-17,P,Pertanian,2530000.0,4.0,Solo ,Jawa Tengah
NS001261,NIK0001261,1992-09-22,L,Perikanan,3990000.0,10.0,Singaraja,Bali
NS001262,NIK0001262,1969-08-26,L,Kerajinan,3520000.0,12.0,  Makassar,Sulawesi Selatan
NS001263,NIK0001263,1989-06-09,L,Toko Bangunan,3870000.0,8.0,Makassar,Sulawesi Selatan
NS001264,NIK0001264,1974-05-27,P,Peternakan,,5.0,Cirebon,Jawa Barat
NS001265,NIK0001265,1993-08-24,L,Pedagang Pasar,6320000.0,6.0,Cirebon,Jawa Barat
NS001266,NIK0001266,1967-07-15,P,Jasa Jahit,3360000.0,18.0,Kediri,Jawa Timur
NS001267,NIK0001267,1996-01-07,P,Laundry,10030000.0,2.0,Pematangsiantar,Sumatera Utara
NS001268,NIK0001268,1990-07-25,P,Kuliner,7300000.0,6.0,Singaraja,Bali
NS001269,NIK0001269,1996-05-13,P,Peternakan,5540000.0,3.0,Medan,Sumatera Utara
NS001270,NIK0001270,1979-10-20,P,Perikanan,1790000.0,1.0,SINGARAJA,Bali
NS001271,NIK0001271,1974-06-16,L,Kuliner,,16.0,Kudus,Jawa Tengah
NS001272,NIK0001272,1989-01-21,P,Warung Kelontong,8660000.0,10.0,Semarang ,Jawa Tengah
NS001273,NIK0001273,2003-11-20,L,Perikanan,5840000.0,11.0,Parepare,Sulawesi Selatan
NS001274,NIK0001274,2001-05-17,L,Pedagang Pasar,5140000.0,4.0,Cirebon,Jawa Barat
NS001275,NIK0001275,2000-02-14,L,Laundry,3650000.0,9.0,Parepare,Sulawesi Selatan
NS001276,NIK0001276,1987-08-25,P,Pertanian,5890000.0,13.0,Semarang,Jawa Tengah
NS001277,NIK0001277,1970-08-03,P,Pedagang Pasar,6300000.0,3.0,Medan,Sumatera Utara
NS001278,NIK0001278,1969-09-18,L,Pedagang Pasar,2300000.0,3.0,Bekasi,Jawa Barat
NS001279,NIK0001279,1986-03-12,L,Salon,7130000.0,1.0,Bekasi,Jawa Barat
NS001280,NIK0001280,1993-12-23,P,Pedagang Pasar,3390000.0,4.0,Malang,Jawa Timur
NS001281,NIK0001281,1996-04-01,P,Pedagang Pasar,6540000.0,2.0,Malang,Jawa Timur
NS001282,NIK0001282,1984-06-10,L,Kerajinan,5769250.0,15.0,Kudus,Jawa Tengah
NS001283,NIK0001283,1999-12-16,P,Warung Kelontong,,11.0,Malang,Jawa Timur
NS001284,NIK0001284,1971-06-07,P,Kuliner,4150000.0,12.0,Gresik,Jawa Timur
NS001285,NIK0001285,1989-08-11,P,Peternakan,5890000.0,17.0,Semarang,Jawa Tengah
NS001286,NIK0001286,1982-09-27,P,Toko Bangunan,6130000.0,21.0,Sidoarjo,Jawa Timur
NS001287,NIK0001287,1984-06-24,P,Kerajinan,2500000.0,10.0,Parepare,Sulawesi Selatan
NS001288,NIK0001288,1986-11-12,P,Salon,2400000.0,21.0,Semarang,Jawa Tengah
NS001289,NIK0001289,1996-11-08,L,Toko Bangunan,6880000.0,10.0,Sidoarjo,Jawa Timur
NS001290,NIK0001290,1967-02-07,P,LAINNYA,2400000.0,2.0,Magelang,Jawa Tengah
NS001291,NIK0001291,2000-04-22,P,Warung Kelontong,10320000.0,10.0,Bandung,Jawa Barat
NS001292,NIK0001292,1970-01-06,P,Warung Kelontong,8560000.0,1.0,Malang,Jawa Timur
NS001293,NIK0001293,1998-01-29,L,Kuliner,6080000.0,5.0,Surabaya,Jawa Timur
NS001294,NIK0001294,1976-12-22,L,Toko Bangunan,4700000.0,3.0,Surabaya,Jawa Timur
NS001295,NIK0001295,1969-10-24,P,Kerajinan,5534250.0,6.0,Sidoarjo,Jawa Timur
NS001296,NIK0001296,1963-08-27,L,Laundry,1910000.0,4.0,Solo,Jawa Tengah
NS001297,NIK0001297,1994-06-04,P,Laundry,4010000.0,14.0,Singaraja,Bali
NS001298,NIK0001298,2003-09-30,P,Bengkel,3050000.0,9.0,Solo,Jawa Tengah
NS001299,NIK0001299,1975-02-11,P,Jasa Jahit,2790000.0,2.0,Pematangsiantar,Sumatera Utara
NS001300,NIK0001300,1986-10-16,P,Bengkel,,20.0,Magelang,Jawa Tengah
NS001301,NIK0001301,1961-05-28,P,Pertanian,7480000.0,6.0,Medan,Sumatera Utara
NS001302,NIK0001302,1976-08-02,L,Laundry,7740000.0,19.0,Parepare,Sulawesi Selatan
NS001303,NIK0001303,1960-08-09,P,Peternakan,,16.0,Medan,Sumatera Utara
NS001304,NIK0001304,1993-03-30,P,Kerajinan,,15.0,Surabaya,Jawa Timur
NS001305,NIK0001305,1977-01-29,P,Bengkel,3060000.0,19.0,Makassar,Sulawesi Selatan
NS001306,NIK0001306,1980-01-27,P,Warung Kelontong,,3.0,Medan,Sumatera Utara
NS001307,NIK0001307,1988-06-09,P,Tidak Diketahui,5300000.0,8.0,pematangsiantar,Sumatera Utara
NS001308,NIK0001308,1969-10-25,L,Bengkel,2290000.0,21.0,Bekasi,Jawa Barat
NS001309,NIK0001309,1973-10-30,P,Kuliner,1960000.0,14.0,Bekasi,Jawa Barat
NS001310,NIK0001310,1979-04-19,P,Laundry,,15.0,Surabaya,Jawa Timur
NS001311,NIK0001311,2002-08-14,P,Toko Bangunan,1164720000.0,14.0,Pematangsiantar,Sumatera Utara
NS001312,NIK0001312,1989-01-19,P,Warung Kelontong,,8.0,Bandung,Jawa Barat
NS001313,NIK0001313,1969-01-27,P,Peternakan,2040000.0,7.0,Sidoarjo,Jawa Timur
NS001314,NIK0001314,1977-03-26,P,Kerajinan,8800000.0,18.0,Bogor,Jawa Barat
NS001315,NIK0001315,1992-01-22,L,Pertanian,3350000.0,1.0,Surabaya,Jawa Timur
NS001316,NIK0001316,1983-03-07,L,Jasa Jahit,4040000.0,19.0,  Solo,Jawa Tengah
NS001317,NIK0001317,1981-02-19,L,Jasa Jahit,,16.0,Pematangsiantar,Sumatera Utara
NS001318,NIK0001318,1963-06-14,L,LAINNYA,2600000.0,2.0,Parepare,Sulawesi Selatan
NS001319,NIK0001319,2001-04-26,P,Pedagang Pasar,3330000.0,9.0,Pematangsiantar,Sumatera Utara
NS001320,NIK0001320,1972-11-27,P,Toko Bangunan,7880000.0,17.0,Solo,Jawa Tengah
NS001321,NIK0001321,1991-07-12,L,Pertanian,3870000.0,11.0,Magelang,Jawa Tengah
NS001322,NIK0001322,1975-10-21,P,Pertanian,5780000.0,15.0,Singaraja,Bali
NS001323,NIK0001323,1992-05-27,P,Jasa Jahit,6410000.0,7.0,Sidoarjo,Jawa Timur
NS001324,NIK0001324,1970-02-07,L,Tidak Diketahui,6050000.0,16.0,Cirebon,Jawa Barat
NS001325,NIK0001325,1997-03-28,L,Salon,1910000.0,8.0,Kediri,Jawa Timur
NS001326,NIK0001326,1963-09-27,L,Perikanan,,10.0,Jember,Jawa Timur
NS001327,NIK0001327,1979-03-17,L,Jasa Jahit,6410000.0,20.0,Semarang,Jawa Tengah
NS001328,NIK0001328,1962-02-27,L,Jasa Jahit,8290000.0,9.0,Bogor,Jawa Barat
NS001329,NIK0001329,1971-07-09,P,Warung Kelontong,4390000.0,11.0,Parepare,Sulawesi Selatan
NS001330,NIK0001330,1994-06-12,P,Jasa Jahit,4740000.0,1.0,Magelang,Jawa Tengah
NS001331,NIK0001331,1969-02-11,P,Laundry,6150000.0,7.0,Medan,Sumatera Utara
NS001332,NIK0001332,1969-09-06,P,Pertanian,4000000.0,5.0,Kediri,Jawa Timur
NS001333,NIK0001333,1999-06-23,P,Perikanan,13230000.0,5.0,Cirebon,Jawa Barat
NS001334,NIK0001334,1990-11-05,P,Pertanian,5520000.0,10.0,Jember,Jawa Timur
NS001335,NIK0001335,1967-10-04,L,Laundry,,19.0,Gresik,Jawa Timur
NS001336,NIK0001336,1973-03-31,P,Kuliner,12600000.0,17.0,Cirebon,Jawa Barat
NS001337,NIK0001337,1988-07-08,P,Jasa Jahit,7880000.0,7.0,  Magelang,Jawa Tengah
NS001338,NIK0001338,1987-08-13,P,LAINNYA,2080000.0,12.0,Sidoarjo,Jawa Timur
NS001339,NIK0001339,1975-03-11,L,Toko Bangunan,2840000.0,7.0,Semarang,Jawa Tengah
NS001340,NIK0001340,1999-11-28,P,LAINNYA,4000000.0,18.0,Kudus,Jawa Tengah
NS001341,NIK0001341,1992-01-13,L,Warung Kelontong,13460000.0,7.0,Surabaya,Jawa Timur
NS001342,NIK0001342,1998-09-10,L,Peternakan,2980000.0,16.0,Bandung,Jawa Barat
NS001343,NIK0001343,1981-07-06,P,Peternakan,1650000.0,2.0,Solo,Jawa Tengah
NS001344,NIK0001344,1994-07-27,P,Peternakan,1770000.0,10.0,Cirebon,Jawa Barat
NS001345,NIK0001345,1990-07-30,L,Laundry,930000.0,8.0,Kudus,Jawa Tengah
NS001346,NIK0001346,1977-10-29,P,Laundry,1120000.0,8.0,Medan,Sumatera Utara
NS001347,NIK0001347,1975-06-22,P,Bengkel,4720000.0,6.0,Malang,Jawa Timur
NS001348,NIK0001348,1978-09-28,L,Laundry,2130000.0,10.0,Singaraja,Bali
NS001349,NIK0001349,1989-04-23,L,Pertanian,,1.0,Sidoarjo,Jawa Timur
NS001350,NIK0001350,1988-10-14,P,Laundry,3010000.0,10.0,Magelang,Jawa Tengah
NS001351,NIK0001351,1961-12-10,L,Kerajinan,4782250.0,1.0,Medan,Sumatera Utara
NS001352,NIK0001352,1962-05-23,L,Pedagang Pasar,5420000.0,4.0,Parepare,Sulawesi Selatan
NS001353,NIK0001353,1988-01-23,P,Perikanan,27720000.0,10.0,Sidoarjo,Jawa Timur
NS001354,NIK0001354,1964-04-12,L,Pertanian,1740000.0,7.0,Bandung,Jawa Barat
NS001355,NIK0001355,2002-11-10,L,Tidak Diketahui,,12.0,Gresik,Jawa Timur
NS001356,NIK0001356,1998-03-06,P,Peternakan,8130000.0,5.0,Magelang,Jawa Tengah
NS001357,NIK0001357,1962-06-12,L,Perikanan,5040000.0,4.0,Bogor ,Jawa Barat
NS001358,NIK0001358,1968-05-23,L,Jasa Jahit,7920000.0,4.0,Kediri,Jawa Timur
NS001359,NIK0001359,1991-06-04,P,Laundry,4470000.0,20.0,Bekasi,Jawa Barat
NS001360,NIK0001360,2002-08-16,P,Kuliner,1330000.0,12.0,Jember,Jawa Timur
NS001361,NIK0001361,1963-12-13,P,Kerajinan,1000000.0,13.0,Medan,Sumatera Utara
NS001362,NIK0001362,1988-09-18,L,Salon,2290000.0,18.0,Kediri,Jawa Timur
NS001363,NIK0001363,2000-12-23,P,Pedagang Pasar,3030000.0,10.0,Pematangsiantar,Sumatera Utara
NS001364,NIK0001364,1999-05-11,L,Kerajinan,1910000.0,11.0,Kediri,Jawa Timur
NS001365,NIK0001365,1993-09-12,P,Kerajinan,9490000.0,1.0,Malang,Jawa Timur
NS001366,NIK0001366,1973-09-03,L,Salon,4010000.0,5.0,MEDAN,Sumatera Utara
NS001367,NIK0001367,1998-12-29,L,Toko Bangunan,2120000.0,15.0,Singaraja,Bali
NS001368,NIK0001368,1968-04-16,L,Jasa Jahit,2470000.0,5.0,Magelang,Jawa Tengah
NS001369,NIK0001369,1994-10-02,P,Jasa Jahit,,3.0,Cirebon,Jawa Barat
NS001370,NIK0001370,1980-01-04,L,LAINNYA,8420000.0,14.0,Kudus,Jawa Tengah
NS001371,NIK0001371,1982-04-22,P,Pertanian,4590000.0,5.0,Kediri,Jawa Timur
NS001372,NIK0001372,1982-10-21,L,Pedagang Pasar,2980000.0,10.0,Singaraja,Bali
NS001373,NIK0001373,1977-12-19,P,Bengkel,2310000.0,15.0,Malang,Jawa Timur
NS001374,NIK0001374,1980-12-29,P,Pedagang Pasar,3640000.0,19.0,Kudus,Jawa Tengah
NS001375,NIK0001375,1971-06-30,P,Toko Bangunan,6520000.0,6.0,Malang,Jawa Timur
NS001376,NIK0001376,1994-03-14,P,Peternakan,4020000.0,11.0,Malang,Jawa Timur
NS001377,NIK0001377,1962-02-25,P,Pertanian,3930000.0,11.0,Denpasar,Bali
NS001378,NIK0001378,1962-07-10,P,Peternakan,1220000.0,9.0,Jember,Jawa Timur
NS001379,NIK0001379,1979-04-27,P,Pedagang Pasar,699940000.0,8.0,Solo,Jawa Tengah
NS001380,NIK0001380,1963-09-29,P,Pedagang Pasar,3710000.0,15.0,Kediri,Jawa Timur
NS001381,NIK0001381,1982-08-22,P,Perikanan,1960000.0,10.0,Bandung,Jawa Barat
NS001382,NIK0001382,1964-09-21,P,Jasa Jahit,,17.0,Denpasar,Bali
NS001383,NIK0001383,1965-06-01,P,Laundry,8740000.0,8.0,Surabaya,Jawa Timur
NS001384,NIK0001384,1965-08-20,L,LAINNYA,6330000.0,21.0,Kudus,Jawa Tengah
NS001385,NIK0001385,1992-01-19,L,Salon,2370000.0,20.0,Sidoarjo,Jawa Timur
NS001386,NIK0001386,1976-10-18,P,Kuliner,,18.0,Medan ,Sumatera Utara
NS001387,NIK0001387,1990-08-20,L,Kuliner,2000000.0,18.0,Denpasar,Bali
NS001388,NIK0001388,1961-07-14,L,Pertanian,2300000.0,20.0,Denpasar,Bali
NS001389,NIK0001389,1982-10-18,L,Kerajinan,5120000.0,13.0,Sidoarjo,Jawa Timur
NS001390,NIK0001390,1996-04-23,P,Toko Bangunan,3140000.0,20.0,Pematangsiantar,Sumatera Utara
NS001391,NIK0001391,1987-01-28,L,Salon,6400000.0,14.0,Malang,Jawa Timur
